신호ID,종목코드,종목명,전략,운용,시각,가격,결과,상세,후속결정,신호근거,등락률%,VWAP이격%,범위위치,체결강도,거래량배수,스프레드틱,5분후,15분후,30분후,60분후,60분최고,60분최저
051910#272-S20260212150000,051910,LG화학,종가베팅,FullAuto,2026-02-12 15:00:00,336500,진입,,,"종가베팅: 등락 +4.2%, 고저범위 78% 위치, VWAP 334,336 위",4.18,0.65,0.781,708.7,0.62,1,,,,,,
221800#280-S20260213150917,221800,지구홀딩스,종가베팅,FullAuto,2026-02-13 15:09:17,13080,진입,,,"종가베팅: 등락 +15.9%, 고저범위 80% 위치, VWAP 11,919 위",15.85,9.74,0.797,170.7,19.51,1,,,,,,
003530#281-S20260219090727,003530,한화투자증권,ORB,FullAuto,2026-02-19 09:07:27,8170,진입,,,"ORB5 고가 8,160 돌파 (범위 3.3%)",11.01,1.17,1,231.0,1.35,1,,,,,,
298380#290-S20260219150000,298380,에이비엘바이오,종가베팅,FullAuto,2026-02-19 15:00:00,194800,진입,,,"종가베팅: 등락 +6.0%, 고저범위 97% 위치, VWAP 191,833 위",5.98,1.55,0.967,292.5,0.89,1,,,,,,
352820#291-S20260219150000,352820,하이브,종가베팅,FullAuto,2026-02-19 15:00:00,404500,진입,,,"종가베팅: 등락 +3.6%, 고저범위 97% 위치, VWAP 400,859 위",3.59,0.91,0.966,1176.6,0.61,1,,,,,,
034220#293-S20260220090520,034220,LG디스플레이,ORB,FullAuto,2026-02-20 09:05:20,13380,진입,,,"ORB5 고가 13,350 돌파 (범위 5.5%)",8.96,2.22,1,219.3,1.82,1,,,,,,
267260#299-S20260220150000,267260,HD현대일렉트릭,종가베팅,FullAuto,2026-02-20 15:00:00,1009000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +5.0%, 고저범위 94% 위치, VWAP 993,250 위",4.99,1.59,0.936,444.5,0.40,1,1009000,1008000,,,1010000,1004000
034730#300-S20260220150000,034730,SK,종가베팅,FullAuto,2026-02-20 15:00:00,380000,진입,,,"종가베팅: 등락 +6.9%, 고저범위 93% 위치, VWAP 375,448 위",6.89,1.21,0.927,506.0,0.62,1,,,,,,
009540#301-S20260220150900,009540,HD한국조선해양,종가베팅,FullAuto,2026-02-20 15:09:00,451000,진입,,,"종가베팅: 등락 +7.3%, 고저범위 97% 위치, VWAP 440,099 위",7.25,2.48,0.972,564.3,0.47,1,,,,,,
006340#304-S20260223090622,006340,대원전선,ORB,FullAuto,2026-02-23 09:06:22,4800,진입,,,"ORB5 고가 4,775 돌파 (범위 9.9%)",14.70,4.89,1,177.7,2.47,1,,,,,,
032820#305-S20260223091325,032820,우리기술,ORB,FullAuto,2026-02-23 09:13:25,16310,진입,,,"ORB5 고가 16,300 돌파 (범위 4.9%)",9.83,2.32,1,250.0,2.81,1,,,,,,
456160#309-S20260223150000,456160,지투지바이오,종가베팅,FullAuto,2026-02-23 15:00:00,99350,진입,,,"종가베팅: 등락 +10.9%, 고저범위 80% 위치, VWAP 97,071 위",10.88,2.35,0.799,249.0,0.28,2,,,,,,
007660#310-S20260223150100,007660,이수페타시스,종가베팅,FullAuto,2026-02-23 15:01:00,106400,진입,,,"종가베팅: 등락 +5.3%, 고저범위 91% 위치, VWAP 104,124 위",5.35,2.19,0.913,513.6,0.83,1,,,,,,
006400#312-S20260224090515,006400,삼성SDI,ORB,FullAuto,2026-02-24 09:05:15,418000,진입,,,"ORB5 고가 417,500 돌파 (범위 5.0%)",6.23,2.07,1,289.2,1.66,1,,,,,,
066970#313-S20260224090522,066970,엘앤에프,ORB,FullAuto,2026-02-24 09:05:22,122600,진입,,,"ORB5 고가 122,300 돌파 (범위 5.9%)",6.42,1.72,1,339.8,1.96,1,,,,,,
032820#311-S20260224090525,032820,우리기술,ORB,FullAuto,2026-02-24 09:05:25,18570,진입,,,"ORB5 고가 18,540 돌파 (범위 7.5%)",9.69,3.44,1,205.3,1.73,1,,,,,,
008930#314-S20260224100125,008930,한미사이언스,ORB,FullAuto,2026-02-24 10:01:25,49600,진입,,,"ORB5 고가 49,550 돌파 (범위 8.0%)",16.30,3.19,1,193.0,3.86,1,,,,,,
373220#318-S20260224100230,373220,LG에너지솔루션,ORB,FullAuto,2026-02-24 10:02:30,413000,진입,,,"ORB5 고가 412,500 돌파 (범위 2.9%)",3.51,0.91,1,979.1,9.71,1,,,,,,
047040#319-S20260224150000,047040,대우건설,종가베팅,FullAuto,2026-02-24 15:00:00,8030,진입,,,"종가베팅: 등락 +7.1%, 고저범위 82% 위치, VWAP 7,817 위",7.07,2.73,0.817,339.9,0.34,1,,,,,,
277810#320-S20260224150000,277810,레인보우로보틱스,종가베팅,FullAuto,2026-02-24 15:00:00,729000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +3.7%, 고저범위 80% 위치, VWAP 715,036 위",3.70,1.95,0.804,409.6,0.66,1,728000,726000,,,729000,725000
051910#321-S20260224150300,051910,LG화학,종가베팅,FullAuto,2026-02-24 15:03:00,351000,진입,,,"종가베팅: 등락 +5.2%, 고저범위 97% 위치, VWAP 345,204 위",5.25,1.68,0.972,810.0,1.36,1,,,,,,
000270#323-S20260225090525,000270,기아,ORB,FullAuto,2026-02-25 09:05:25,184300,진입,,,"ORB5 고가 184,100 돌파 (범위 5.3%)",5.62,2.49,1,206.5,1.61,1,,,,,,
103590#324-S20260225091127,103590,일진전기,ORB,FullAuto,2026-02-25 09:11:27,97100,진입,,,"ORB5 고가 96,700 돌파 (범위 6.1%)",17.41,3.71,1,192.4,4.38,1,,,,,,
226950#329-S20260225150000,226950,올릭스,종가베팅,FullAuto,2026-02-25 15:00:00,165200,진입,,,"종가베팅: 등락 +13.7%, 고저범위 94% 위치, VWAP 158,714 위",13.70,4.09,0.938,354.7,0.42,1,,,,,,
000270#331-S20260225151217,000270,기아,종가베팅,FullAuto,2026-02-25 15:12:17,196700,진입,,,"종가베팅: 등락 +12.7%, 고저범위 87% 위치, VWAP 194,593 위",12.72,1.08,0.872,228.8,1.15,1,,,,,,
066570#332-S20260226090920,066570,LG전자,ORB,FullAuto,2026-02-26 09:09:20,146000,진입,,,"ORB5 고가 145,800 돌파 (범위 3.8%)",9.53,1.64,1,172.2,2.89,1,,,,,,
000660#337-S20260226150000,000660,SK하이닉스,종가베팅,FullAuto,2026-02-26 15:00:00,1083000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +5.0%, 고저범위 98% 위치, VWAP 1,044,939 위",5.04,3.64,0.984,569.2,1.14,1,1086000,1095500,,,1098000,1080000
267260#338-S20260226150000,267260,HD현대일렉트릭,종가베팅,FullAuto,2026-02-26 15:00:00,1107000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +3.6%, 고저범위 81% 위치, VWAP 1,090,810 위",3.55,1.48,0.812,531.1,1.71,1,1105000,1106000,,,1110000,1105000
052690#341-S20260227090522,052690,한전기술,ORB,FullAuto,2026-02-27 09:05:22,190300,진입,,,"ORB5 고가 189,800 돌파 (범위 4.9%)",11.03,2.46,1,143.0,3.16,1,,,,,,
034020#339-S20260227090925,034020,두산에너빌리티,ORB,FullAuto,2026-02-27 09:09:25,109400,진입,,,"ORB5 고가 109,300 돌파 (범위 3.6%)",5.19,1.14,1,239.9,2.09,1,,,,,,
005380#347-S20260227150000,005380,현대차,종가베팅,FullAuto,2026-02-27 15:00:00,678000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +12.1%, 고저범위 91% 위치, VWAP 641,140 위",12.07,5.75,0.907,450.1,0.49,1,673000,673000,,,679000,668000
051910#346-S20260227150000,051910,LG화학,종가베팅,FullAuto,2026-02-27 15:00:00,418250,진입,,,"종가베팅: 등락 +7.4%, 고저범위 87% 위치, VWAP 413,174 위",7.38,1.23,0.866,347.7,1.23,2,,,,,,
010170#350-S20260303090505,010170,대한광통신,ORB,FullAuto,2026-03-03 09:05:05,4760,진입,,,"ORB5 고가 4,755 돌파 (범위 9.9%)",10.83,3.12,1,151.8,0.86,1,,,,,,
322000#348-S20260303090525,322000,HD현대에너지솔루션,ORB,FullAuto,2026-03-03 09:05:25,110300,진입,,,"ORB5 고가 110,000 돌파 (범위 4.7%)",6.06,2.38,1,259.6,1.33,1,,,,,,
012450#352-S20260303090822,012450,한화에어로스페이스,ORB,FullAuto,2026-03-03 09:08:22,1346000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"ORB5 고가 1,345,000 돌파 (범위 3.1%)",11.70,0.87,1,473.5,1.69,1,1350000,1450000,1461000,1367000,1492000,1342000
128820#358-S20260304090520,128820,대성산업,ORB,FullAuto,2026-03-04 09:05:20,11610,진입,,,"ORB5 고가 11,600 돌파 (범위 6.7%)",6.81,2.68,1,174.0,1.72,1,,,,,,
103140#356-S20260304090527,103140,풍산,ORB,FullAuto,2026-03-04 09:05:27,158400,진입,,,"ORB5 고가 158,300 돌파 (범위 4.8%)",11.94,1.73,1,148.2,2.52,1,,,,,,
005930#366-S20260305090522,005930,삼성전자,ORB,FullAuto,2026-03-05 09:05:22,195500,진입,,,"ORB5 고가 195,300 돌파 (범위 2.1%)",7.65,0.58,1,712.1,1.24,1,,,,,,
066570#365-S20260305090525,066570,LG전자,ORB,FullAuto,2026-03-05 09:05:25,120300,진입,,,"ORB5 고가 120,200 돌파 (범위 2.0%)",4.43,0.75,1,639.7,1.33,1,,,,,,
086520#372-S20260305150000,086520,에코프로,종가베팅,FullAuto,2026-03-05 15:00:00,167800,진입,,,"종가베팅: 등락 +16.4%, 고저범위 94% 위치, VWAP 159,745 위",16.45,5.04,0.943,196.3,1.00,1,,,,,,
010950#374-S20260305150100,010950,S-Oil,종가베팅,FullAuto,2026-03-05 15:01:00,131400,진입,,,"종가베팅: 등락 +11.0%, 고저범위 91% 위치, VWAP 126,372 위",10.98,3.98,0.911,227.2,1.90,1,,,,,,
322000#377-S20260306090522,322000,HD현대에너지솔루션,ORB,FullAuto,2026-03-06 09:05:22,99800,진입,,,"ORB5 고가 99,100 돌파 (범위 7.3%)",10.77,3.37,1,195.6,1.73,1,,,,,,
032820#376-S20260306092425,032820,우리기술,ORB,FullAuto,2026-03-06 09:24:25,18010,진입,,,"ORB5 고가 17,980 돌파 (범위 5.6%)",8.62,2.98,1,139.2,8.20,1,,,,,,
034020#384-S20260306150000,034020,두산에너빌리티,종가베팅,FullAuto,2026-03-06 15:00:00,97700,진입,,,"종가베팅: 등락 +6.0%, 고저범위 97% 위치, VWAP 93,752 위",5.97,4.21,0.968,355.7,1.29,1,,,,,,
000720#383-S20260306150000,000720,현대건설,종가베팅,FullAuto,2026-03-06 15:00:00,154500,진입,,,"종가베팅: 등락 +5.9%, 고저범위 82% 위치, VWAP 147,409 위",5.89,4.81,0.821,227.4,2.93,1,,,,,,
047050#385-S20260309090527,047050,포스코인터내셔널,ORB,FullAuto,2026-03-09 09:05:27,83000,진입,,,"ORB5 고가 82,800 돌파 (범위 5.7%)",15.12,2.46,1,149.0,1.31,1,,,,,,
322000#387-S20260309091127,322000,HD현대에너지솔루션,ORB,FullAuto,2026-03-09 09:11:27,124200,진입,,,"ORB5 고가 124,000 돌파 (범위 8.7%)",6.06,4.04,1,178.7,1.22,1,,,,,,
043260#395-S20260309150022,043260,성호전자,종가베팅,FullAuto,2026-03-09 15:00:22,38850,진입,,,"종가베팅: 등락 +3.3%, 고저범위 98% 위치, VWAP 36,762 위",3.32,5.68,0.976,125.0,3.51,1,,,,,,
032820#397-S20260310090527,032820,우리기술,ORB,FullAuto,2026-03-10 09:05:27,18570,진입,,,"ORB5 고가 18,550 돌파 (범위 3.6%)",7.34,1.86,1,148.1,2.76,1,,,,,,
034020#396-S20260310091830,034020,두산에너빌리티,ORB,FullAuto,2026-03-10 09:18:30,102800,진입,,,"ORB5 고가 102,600 돌파 (범위 2.7%)",9.95,1.42,1,298.0,6.27,1,,,,,,
000660#401-S20260310150117,000660,SK하이닉스,종가베팅,FullAuto,2026-03-10 15:01:17,938000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +12.9%, 고저범위 76% 위치, VWAP 926,617 위",12.88,1.23,0.765,756.3,5.12,1,942000,941000,,,945000,937000
089030#403-S20260311090507,089030,테크윙,ORB,FullAuto,2026-03-11 09:05:07,72500,진입,,,"ORB5 고가 72,400 돌파 (범위 8.4%)",8.53,3.43,1,246.0,1.57,1,,,,,,
001510#402-S20260311090527,001510,SK증권,ORB,FullAuto,2026-03-11 09:05:27,4085,진입,,,"ORB5 고가 4,074 돌파 (범위 7.8%)",13.98,2.93,1,198.8,2.29,1,,,,,,
042660#406-S20260311091727,042660,한화오션,ORB,FullAuto,2026-03-11 09:17:27,136300,진입,,,"ORB5 고가 136,000 돌파 (범위 4.3%)",8.69,1.70,1,254.6,7.38,1,,,,,,
015750#407-S20260311093525,015750,성우하이텍,ORB,FullAuto,2026-03-11 09:35:25,11400,진입,,,"ORB5 고가 11,390 돌파 (범위 6.3%)",14.11,2.46,1,181.1,4.98,1,,,,,,
0009K0#416-S20260312150000,0009K0,에임드바이오,종가베팅,FullAuto,2026-03-12 15:00:00,71000,진입,,,"종가베팅: 등락 +8.2%, 고저범위 90% 위치, VWAP 69,186 위",8.23,2.62,0.903,373.4,0.48,1,,,,,,
456160#417-S20260312150000,456160,지투지바이오,종가베팅,FullAuto,2026-03-12 15:00:00,114200,진입,,,"종가베팅: 등락 +9.1%, 고저범위 87% 위치, VWAP 110,683 위",9.07,3.18,0.868,177.6,0.46,1,,,,,,
046120#418-S20260313090505,046120,오르비텍,ORB,FullAuto,2026-03-13 09:05:05,8810,진입,,,"ORB5 고가 8,800 돌파 (범위 8.5%)",7.97,4.08,1,115.4,0.75,1,,,,,,
025860#419-S20260313090520,025860,남해화학,ORB,FullAuto,2026-03-13 09:05:20,10340,진입,,,"ORB5 고가 10,300 돌파 (범위 6.2%)",18.44,2.91,1,187.6,2.89,1,,,,,,
475150#422-S20260313090620,475150,SK이터닉스,ORB,FullAuto,2026-03-13 09:06:20,40450,진입,,,"ORB5 고가 40,400 돌파 (범위 3.6%)",8.30,1.53,1,177.0,4.08,1,,,,,,
005860#421-S20260313090805,005860,한일사료,ORB,FullAuto,2026-03-13 09:08:05,4550,진입,,,"ORB5 고가 4,545 돌파 (범위 9.9%)",16.97,3.27,1,120.8,0.34,1,,,,,,
050890#430-S20260313150000,050890,쏠리드,종가베팅,FullAuto,2026-03-13 15:00:00,12920,진입,,,"종가베팅: 등락 +4.2%, 고저범위 92% 위치, VWAP 12,521 위",4.19,3.19,0.92,320.6,2.39,1,,,,,,
226950#428-S20260313150000,226950,올릭스,종가베팅,FullAuto,2026-03-13 15:00:00,196600,진입,,,"종가베팅: 등락 +8.6%, 고저범위 83% 위치, VWAP 192,027 위",8.62,2.38,0.832,363.9,0.34,1,,,,,,
008350#431-S20260316093415,008350,남선알미늄,ORB,FullAuto,2026-03-16 09:34:15,1756,진입,,,"ORB5 고가 1,754 돌파 (범위 10.0%)",16.60,4.14,1,154.1,5.20,1,,,,,,
000660#437-S20260316150000,000660,SK하이닉스,종가베팅,FullAuto,2026-03-16 15:00:00,970000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +6.0%, 고저범위 96% 위치, VWAP 943,955 위",6.01,2.76,0.958,589.5,0.77,1,969000,968000,,,975000,967000
027360#440-S20260317090522,027360,아주IB투자,ORB,FullAuto,2026-03-17 09:05:22,6920,진입,,,"ORB5 고가 6,870 돌파 (범위 6.7%)",9.32,2.93,1,211.5,3.43,1,,,,,,
322000#438-S20260317090530,322000,HD현대에너지솔루션,ORB,FullAuto,2026-03-17 09:05:30,131800,진입,,,"ORB5 고가 131,600 돌파 (범위 9.8%)",10.39,3.60,1,317.2,1.77,1,,,,,,
047040#441-S20260317091330,047040,대우건설,ORB,FullAuto,2026-03-17 09:13:30,12600,진입,,,"ORB5 고가 12,580 돌파 (범위 4.6%)",5.18,1.90,1,156.8,2.42,1,,,,,,
006910#443-S20260317092125,006910,보성파워텍,ORB,FullAuto,2026-03-17 09:21:25,12720,진입,,,"ORB5 고가 12,680 돌파 (범위 2.7%)",5.21,2.17,1,215.9,7.97,1,,,,,,
009150#448-S20260317150000,009150,삼성전기,종가베팅,FullAuto,2026-03-17 15:00:00,450000,진입,,,"종가베팅: 등락 +8.3%, 고저범위 89% 위치, VWAP 437,256 위",8.30,2.91,0.889,357.4,0.55,1,,,,,,
475150#447-S20260317150000,475150,SK이터닉스,종가베팅,FullAuto,2026-03-17 15:00:00,41200,진입,,,"종가베팅: 등락 +7.2%, 고저범위 83% 위치, VWAP 40,296 위",7.15,2.24,0.829,297.0,0.32,1,,,,,,
403870#449-S20260318090527,403870,HPSP,ORB,FullAuto,2026-03-18 09:05:27,46750,진입,,,"ORB5 고가 46,650 돌파 (범위 3.7%)",6.13,1.49,1,459.9,2.07,1,,,,,,
445680#450-S20260318090622,445680,큐리옥스바이오시스템즈,ORB,FullAuto,2026-03-18 09:06:22,126200,진입,,,"ORB5 고가 125,700 돌파 (범위 4.5%)",9.17,1.94,1,199.9,4.93,1,,,,,,
055550#456-S20260318150000,055550,신한지주,종가베팅,FullAuto,2026-03-18 15:00:00,95400,진입,,,"종가베팅: 등락 +4.3%, 고저범위 97% 위치, VWAP 94,122 위",4.26,1.36,0.971,481.4,1.98,1,,,,,,
010120#457-S20260318150000,010120,LS ELECTRIC,종가베팅,FullAuto,2026-03-18 15:00:00,166400,진입,,,"종가베팅: 등락 +7.9%, 고저범위 87% 위치, VWAP 163,536 위",7.91,1.75,0.873,354.4,1.25,1,,,,,,
140410#459-S20260319090522,140410,메지온,ORB,FullAuto,2026-03-19 09:05:22,86200,진입,,,"ORB5 고가 86,000 돌파 (범위 7.1%)",7.21,3.16,1,414.4,2.45,1,,,,,,
033160#460-S20260319091022,033160,엠케이전자,ORB,FullAuto,2026-03-19 09:10:22,15750,진입,,,"ORB5 고가 15,700 돌파 (범위 6.4%)",9.00,2.25,1,161.7,2.62,1,,,,,,
356860#466-S20260319150000,356860,티엘비,종가베팅,FullAuto,2026-03-19 15:00:00,38049,진입,,,"종가베팅: 등락 +6.7%, 고저범위 90% 위치, VWAP 36,521 위",6.68,4.18,0.902,244.5,0.92,2,,,,,,
010170#467-S20260319150000,010170,대한광통신,종가베팅,FullAuto,2026-03-19 15:00:00,7290,진입,,,"종가베팅: 등락 +3.7%, 고저범위 78% 위치, VWAP 7,234 위",3.70,0.77,0.784,1922.7,1.77,1,,,,,,
036930#469-S20260320090522,036930,주성엔지니어링,ORB,FullAuto,2026-03-20 09:05:22,69800,진입,,,"ORB5 고가 69,700 돌파 (범위 3.7%)",14.43,1.77,1,157.5,1.67,1,,,,,,
047040#470-S20260320090820,047040,대우건설,ORB,FullAuto,2026-03-20 09:08:20,17510,진입,,,"ORB5 고가 17,430 돌파 (범위 3.5%)",8.29,1.95,1,144.2,3.33,1,,,,,,
047050#472-S20260320095322,047050,포스코인터내셔널,ORB,FullAuto,2026-03-20 09:53:22,78100,진입,,,"ORB5 고가 78,000 돌파 (범위 5.0%)",7.13,1.96,1,242.3,6.86,1,,,,,,
047040#474-S20260320150000,047040,대우건설,종가베팅,FullAuto,2026-03-20 15:00:00,18800,진입,,,"종가베팅: 등락 +16.3%, 고저범위 76% 위치, VWAP 18,428 위",16.26,2.02,0.757,186.8,0.59,1,,,,,,
178320#476-S20260320150917,178320,서진시스템,종가베팅,FullAuto,2026-03-20 15:09:17,48600,진입,,,"종가베팅: 등락 +7.0%, 고저범위 78% 위치, VWAP 47,708 위",7.05,1.87,0.780,263.0,0.88,1,,,,,,
322000#478-S20260323092125,322000,HD현대에너지솔루션,ORB,FullAuto,2026-03-23 09:21:25,141100,진입,,,"ORB5 고가 140,500 돌파 (범위 4.5%)",7.71,2.70,1,190.3,9.84,1,,,,,,
047040#485-S20260324090520,047040,대우건설,ORB,FullAuto,2026-03-24 09:05:20,19100,진입,,,"ORB5 고가 19,060 돌파 (범위 5.0%)",11.96,2.64,1,286.9,2.49,1,,,,,,
036930#487-S20260324090722,036930,주성엔지니어링,ORB,FullAuto,2026-03-24 09:07:22,77100,진입,,,"ORB5 고가 77,000 돌파 (범위 3.5%)",7.83,1.54,1,231.6,3.14,1,,,,,,
001510#488-S20260324091527,001510,SK증권,ORB,FullAuto,2026-03-24 09:15:27,5150,진입,,,"ORB5 고가 5,146 돌파 (범위 3.6%)",8.31,2.46,1,216.7,3.55,1,,,,,,
272210#493-S20260324150000,272210,한화시스템,종가베팅,FullAuto,2026-03-24 15:00:00,127500,진입,,,"종가베팅: 등락 +6.3%, 고저범위 93% 위치, VWAP 125,034 위",6.25,1.97,0.928,862.8,0.43,1,,,,,,
012450#494-S20260324150000,012450,한화에어로스페이스,종가베팅,FullAuto,2026-03-24 15:00:00,1336000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +7.6%, 고저범위 79% 위치, VWAP 1,320,764 위",7.57,1.15,0.789,384.8,0.33,1,1336000,1331000,,,1340000,1326000
000660#495-S20260324151500,000660,SK하이닉스,종가베팅,FullAuto,2026-03-24 15:15:00,991000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +6.2%, 고저범위 95% 위치, VWAP 972,211 위",6.22,1.93,0.946,690.7,2.56,1,987000,,,,992000,985000
263750#496-S20260325090520,263750,펄어비스,ORB,FullAuto,2026-03-25 09:05:20,46500,진입,,,"ORB5 고가 46,400 돌파 (범위 4.4%)",6.90,1.76,1,712.6,2.49,1,,,,,,
348370#498-S20260325091425,348370,엔켐,ORB,FullAuto,2026-03-25 09:14:25,35000,진입,,,"ORB5 고가 34,950 돌파 (범위 6.4%)",16.86,2.38,1,220.4,4.48,1,,,,,,
489790#497-S20260325092330,489790,한화비전,ORB,FullAuto,2026-03-25 09:23:30,93000,진입,,,"ORB5 고가 92,900 돌파 (범위 6.3%)",7.64,1.97,1,189.7,2.21,1,,,,,,
079550#503-S20260325150000,079550,LIG디펜스앤에어로스페이스,종가베팅,FullAuto,2026-03-25 15:00:00,739000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +16.0%, 고저범위 95% 위치, VWAP 702,697 위",16.01,5.17,0.948,340.2,0.65,1,732000,734000,,,740000,729000
218410#502-S20260325150000,218410,RFHIC,종가베팅,FullAuto,2026-03-25 15:00:00,87700,진입,,,"종가베팅: 등락 +14.5%, 고저범위 80% 위치, VWAP 86,251 위",14.49,1.68,0.795,336.6,0.34,1,,,,,,
038110#506-S20260326090525,038110,에코플라스틱,ORB,FullAuto,2026-03-26 09:05:25,3855,진입,,,"ORB5 고가 3,850 돌파 (범위 7.2%)",10.30,2.85,1,382.7,2.70,1,,,,,,
322000#505-S20260326090630,322000,HD현대에너지솔루션,ORB,FullAuto,2026-03-26 09:06:30,138300,진입,,,"ORB5 고가 137,800 돌파 (범위 8.1%)",9.07,2.84,1,194.0,2.19,1,,,,,,
348370#510-S20260326150000,348370,엔켐,종가베팅,FullAuto,2026-03-26 15:00:00,45550,진입,,,"종가베팅: 등락 +17.1%, 고저범위 82% 위치, VWAP 44,188 위",17.10,3.08,0.818,199.1,0.37,1,,,,,,
078600#511-S20260326150122,078600,대주전자재료,종가베팅,FullAuto,2026-03-26 15:01:22,133800,진입,,,"종가베팅: 등락 +4.7%, 고저범위 75% 위치, VWAP 131,991 위",4.69,1.37,0.752,283.8,1.39,1,,,,,,
014160#514-S20260327090522,014160,대영포장,ORB,FullAuto,2026-03-27 09:05:22,1559,진입,,,"ORB5 고가 1,550 돌파 (범위 5.2%)",10.65,2.53,1,302.4,2.06,1,,,,,,
038110#513-S20260327090725,038110,에코플라스틱,ORB,FullAuto,2026-03-27 09:07:25,4710,진입,,,"ORB5 고가 4,685 돌파 (범위 8.1%)",11.35,3.71,1,251.9,2.32,1,,,,,,
006800#521-S20260327150000,006800,미래에셋증권,종가베팅,FullAuto,2026-03-27 15:00:00,66600,진입,,,"종가베팅: 등락 +3.1%, 고저범위 88% 위치, VWAP 64,975 위",3.10,2.50,0.875,224.6,1.11,1,,,,,,
006400#522-S20260327150030,006400,삼성SDI,종가베팅,FullAuto,2026-03-27 15:00:30,404000,진입,,,"종가베팅: 등락 +3.1%, 고저범위 85% 위치, VWAP 393,582 위",3.06,2.65,0.853,475.5,2.01,1,,,,,,
161000#525-S20260330090625,161000,애경케미칼,ORB,FullAuto,2026-03-30 09:06:25,13220,진입,,,"ORB5 고가 13,200 돌파 (범위 3.9%)",14.86,1.10,1,150.8,3.86,1,,,,,,
289080#524-S20260330092830,289080,SV인베스트먼트,ORB,FullAuto,2026-03-30 09:28:30,4980,진입,,,"ORB5 고가 4,960 돌파 (범위 5.2%)",9.45,3.34,1,142.0,3.94,1,,,,,,
375500#533-S20260330150317,375500,DL이앤씨,종가베팅,FullAuto,2026-03-30 15:03:17,69000,진입,,,"종가베팅: 등락 +4.9%, 고저범위 86% 위치, VWAP 65,621 위",4.86,5.15,0.863,261.9,2.45,1,,,,,,
425040#534-S20260331091730,425040,티이엠씨,ORB,FullAuto,2026-03-31 09:17:30,14050,진입,,,"ORB5 고가 14,040 돌파 (범위 6.4%)",8.33,2.16,1,153.1,3.08,1,,,,,,
047040#541-S20260401090517,047040,대우건설,ORB,FullAuto,2026-04-01 09:05:17,17480,진입,,,"ORB5 고가 17,440 돌파 (범위 3.6%)",12.41,1.79,1,224.6,2.55,1,,,,,,
046970#542-S20260401090727,046970,우리로,ORB,FullAuto,2026-04-01 09:07:27,9090,진입,,,"ORB5 고가 9,060 돌파 (범위 8.5%)",8.86,4.17,1,225.6,1.66,1,,,,,,
001510#540-S20260401091627,001510,SK증권,ORB,FullAuto,2026-04-01 09:16:27,4075,진입,,,"ORB5 고가 4,065 돌파 (범위 4.1%)",10.61,2.06,1,227.6,5.50,1,,,,,,
012450#553-S20260401150000,012450,한화에어로스페이스,종가베팅,FullAuto,2026-04-01 15:00:00,1346000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +9.6%, 고저범위 78% 위치, VWAP 1,321,273 위",9.61,1.87,0.778,307.7,1.19,1,1343000,1337000,,,1347000,1329000
003230#555-S20260401150100,003230,삼양식품,종가베팅,FullAuto,2026-04-01 15:01:00,1315000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +8.8%, 고저범위 95% 위치, VWAP 1,290,772 위",8.77,1.88,0.947,509.9,0.95,1,1317000,1318000,,,1319000,1312000
373220#556-S20260401150300,373220,LG에너지솔루션,종가베팅,FullAuto,2026-04-01 15:03:00,409000,진입,,,"종가베팅: 등락 +3.4%, 고저범위 94% 위치, VWAP 401,579 위",3.41,1.85,0.939,2381.2,1.43,1,,,,,,
010170#558-S20260402090505,010170,대한광통신,ORB,FullAuto,2026-04-02 09:05:05,10620,진입,,,"ORB5 고가 10,600 돌파 (범위 7.0%)",12.86,3.00,1,102.6,1.04,1,,,,,,
066970#557-S20260402090527,066970,엘앤에프,ORB,FullAuto,2026-04-02 09:05:27,159600,진입,,,"ORB5 고가 159,500 돌파 (범위 7.6%)",8.94,2.24,1,167.8,1.76,1,,,,,,
064350#560-S20260402090625,064350,현대로템,ORB,FullAuto,2026-04-02 09:06:25,200000,진입,,,"ORB5 고가 199,900 돌파 (범위 3.1%)",5.54,0.82,1,107.4,2.51,5,,,,,,
047050#565-S20260402150417,047050,포스코인터내셔널,종가베팅,FullAuto,2026-04-02 15:04:17,79500,진입,,,"종가베팅: 등락 +4.5%, 고저범위 78% 위치, VWAP 78,314 위",4.47,1.51,0.784,308.7,1.77,1,,,,,,
